"Step","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return__MIN","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return__MAX"
"20937344","515","515","515"
"20949504","260","260","260"
"20956416","480","480","480"
"20970496","470","470","470"
"20976384","360","360","360"
"20995840","370","370","370"
"20999168","310","310","310"
"21018624","710","710","710"
"21025280","330","330","330"
"21027072","330","330","330"
"21047808","350","350","350"
"21062656","390","390","390"
"21088000","340","340","340"
"21093888","640","640","640"
"21095424","490","490","490"
"21115776","290","290","290"
"21116928","303.3333435058594","303.3333435058594","303.3333435058594"
"21129728","870","870","870"
"21133184","460","460","460"
"21135104","280","280","280"
"21136640","240","240","240"
"21149056","450","450","450"
"21170560","250","250","250"
"21198464","370","370","370"
"21200768","310","310","310"
"21231616","360","360","360"
"21251200","425","425","425"
"21270272","360","360","360"
"21311488","290","290","290"
"21342848","290","290","290"
"21390080","330","330","330"
"21408256","310","310","310"
"21409792","360","360","360"
"21418752","555","555","555"
"21434112","500","500","500"
"21448832","285","285","285"
"21456512","410","410","410"
"21465856","535","535","535"
"21478016","370","370","370"
"21495296","670","670","670"
"21515904","310","310","310"
"21519232","350","350","350"
"21562624","345","345","345"
"21587328","530","530","530"
"21623296","540","540","540"
"21633024","430","430","430"
"21643264","276.6666564941406","276.6666564941406","276.6666564941406"
"21671296","300","300","300"
"21675776","400","400","400"
"21685888","440","440","440"
"21729664","380","380","380"
"21731456","310","310","310"
"21747328","390","390","390"
"21761408","590","590","590"
"21771392","300","300","300"
"21772288","270","270","270"
"21776512","410","410","410"
"21842432","540","540","540"
"21844096","260","260","260"
"21849088","585","585","585"
"21854464","560","560","560"
"21868416","420","420","420"
"21899904","210","210","210"
"21906816","270","270","270"
"21927552","875","875","875"
"21932032","900","900","900"
"21973120","320","320","320"
"21978240","490","490","490"
"22035712","510","510","510"
"22051584","240","240","240"
"22065792","220","220","220"
"22072832","446.6666564941406","446.6666564941406","446.6666564941406"
"22135808","850","850","850"
"22140928","1210","1210","1210"
"22144640","380","380","380"
"22176512","370","370","370"
"22202752","480","480","480"
"22215936","230","230","230"
"22226432","360","360","360"
"22261504","440","440","440"
"22262528","460","460","460"
"22294400","500","500","500"
"22302208","310","310","310"
"22323712","170","170","170"
"22327808","505","505","505"
"22346496","410","410","410"
"22347008","260","260","260"
"22395136","310","310","310"
"22395776","305","305","305"
"22399360","1130","1130","1130"
"22417792","260","260","260"
"22437248","345","345","345"
"22462336","280","280","280"
"22494336","360","360","360"
"22502400","340","340","340"
"22512128","210","210","210"
"22514944","1180","1180","1180"
"22528640","410","410","410"
"22540672","260","260","260"
"22544000","250","250","250"
"22558464","410","410","410"
"22571136","410","410","410"
"22584960","365","365","365"
"22585216","420","420","420"
"22591488","460","460","460"
"22594304","250","250","250"
"22650496","300","300","300"
"22663040","1160","1160","1160"
"22705408","365","365","365"
"22710144","915","915","915"
"22732416","370","370","370"
"22739456","390","390","390"
"22751104","190","190","190"
"22760576","660","660","660"
"22849280","360","360","360"
"22853760","670","670","670"
"22855168","450","450","450"
"22869760","350","350","350"
"22894464","310","310","310"
"22965504","400","400","400"
"22969600","355","355","355"
"22998144","500","500","500"
"23027584","370","370","370"
"23034496","440","440","440"
"23036928","1150","1150","1150"
"23062016","740","740","740"
"23079680","320","320","320"
"23114368","415","415","415"
"23116288","590","590","590"
"23155200","250","250","250"
"23186176","270","270","270"
"23196288","300","300","300"
"23199616","350","350","350"
"23233408","770","770","770"
"23255296","1110","1110","1110"
"23260416","390","390","390"
"23264512","350","350","350"
"23271168","400","400","400"
"23355008","500","500","500"
"23401984","1280","1280","1280"
"23405952","490","490","490"
"23449856","290","290","290"
"23451136","1530","1530","1530"
"23454208","660","660","660"
"23471488","280","280","280"
"23507840","305","305","305"
"23529600","260","260","260"
"23556096","850","850","850"
"23595008","440","440","440"
"23604224","365","365","365"
"23615488","440","440","440"
"23685888","360","360","360"
"23708416","430","430","430"
"23728512","290","290","290"
"23766912","430","430","430"
"23776768","400","400","400"
"23838592","245","245","245"
"23867008","300","300","300"
"23883392","350","350","350"
"23894016","330","330","330"
"23906688","250","250","250"
"23925632","365","365","365"
"23941120","225","225","225"
"23982848","380","380","380"
"23992960","280","280","280"
"24004608","350","350","350"
"24009472","460","460","460"
"24056576","240","240","240"
"24064000","340","340","340"
"24095104","280","280","280"
"24103424","1850","1850","1850"
"24122880","250","250","250"
"24131712","270","270","270"
"24143872","356.6666564941406","356.6666564941406","356.6666564941406"
"24146048","880","880","880"
"24163584","280","280","280"
"24172288","240","240","240"
"24174208","350","350","350"
"24183936","510","510","510"
"24190080","790","790","790"
"24200320","460","460","460"
"24219392","320","320","320"
"24259072","685","685","685"
"24262528","430","430","430"
"24273792","295","295","295"
"24284928","230","230","230"
"24300800","620","620","620"
"24301056","490","490","490"
"24317184","1335","1335","1335"
"24327552","450","450","450"
"24342144","640","640","640"
"24390784","350","350","350"
"24399104","370","370","370"
"24407424","650","650","650"
"24411904","190","190","190"
"24415360","340","340","340"
"24495104","240","240","240"
"24515200","565","565","565"
"24518016","375","375","375"
"24524928","300","300","300"
"24548352","340","340","340"
"24557056","360","360","360"
"24564864","400","400","400"
"24594176","280","280","280"
"24613376","500","500","500"
"24632960","370","370","370"
"24649472","340","340","340"
"24650368","340","340","340"
"24673792","410","410","410"
"24689280","540","540","540"
"24715264","490","490","490"
"24739968","905","905","905"
"24747776","480","480","480"
"24759424","355","355","355"
"24762624","490","490","490"
"24785152","353.3333435058594","353.3333435058594","353.3333435058594"
"24791424","500","500","500"
"24797824","445","445","445"
"24799360","320","320","320"
"24809984","210","210","210"
"24831104","335","335","335"
"24836736","370","370","370"
"24838272","286.6666564941406","286.6666564941406","286.6666564941406"
"24866176","260","260","260"
"24901888","350","350","350"
"24916864","740","740","740"
"24978688","240","240","240"
"24987904","396.6666564941406","396.6666564941406","396.6666564941406"
"24989568","370","370","370"
"25048832","630","630","630"
"25056512","120","120","120"
"25134336","320","320","320"
"25152896","410","410","410"
"25153920","480","480","480"
"25154688","335","335","335"
"25193600","260","260","260"
"25201024","400","400","400"
"25217792","660","660","660"
"25219968","500","500","500"
"25244160","350","350","350"
"25266560","190","190","190"
"25266816","480","480","480"
"25293696","450","450","450"
"25342848","240","240","240"
"25358848","210","210","210"
"25426944","250","250","250"
"25439232","534","534","534"
"25468032","280","280","280"
"25477632","396.6666564941406","396.6666564941406","396.6666564941406"
"25496064","240","240","240"
"25501696","406.6666564941406","406.6666564941406","406.6666564941406"
"25524608","430","430","430"
"25532800","270","270","270"
"25551744","410","410","410"
"25552128","350","350","350"
"25558144","320","320","320"
"25565696","315","315","315"
"25614464","360","360","360"
"25624448","250","250","250"
"25629184","536.6666870117188","536.6666870117188","536.6666870117188"
"25640448","280","280","280"
"25646208","640","640","640"
"25715968","520","520","520"
"25724032","300","300","300"
"25731200","450","450","450"
"25772544","400","400","400"
"25795200","290","290","290"
"25815168","445","445","445"
"25841792","260","260","260"
"25853568","330","330","330"
"25855488","1210","1210","1210"
"25916288","420","420","420"
"25928960","515","515","515"
"25973376","675","675","675"
"25978496","515","515","515"
"25981440","240","240","240"
"25981568","390","390","390"
"25989376","295","295","295"
"26015360","430","430","430"
"26019328","410","410","410"
"26036096","250","250","250"
"26077568","695","695","695"
"26086016","1070","1070","1070"
"26091136","1350","1350","1350"
"26092416","420","420","420"
"26133632","370","370","370"
"26140928","320","320","320"
"26160128","435","435","435"
"26175232","310","310","310"
"26198912","580","580","580"
"26214784","400","400","400"
"26215808","325","325","325"
"26250368","300","300","300"
"26253312","430","430","430"
"26265088","320","320","320"
"26352768","340","340","340"
"26366720","405","405","405"
"26373120","470","470","470"
"26403200","315","315","315"
"26427392","1190","1190","1190"
"26427648","370","370","370"
"26436608","300","300","300"
"26491136","390","390","390"
"26581120","540","540","540"
"26584704","306.6666564941406","306.6666564941406","306.6666564941406"
"26610688","590","590","590"
"26649216","290","290","290"
"26659584","420","420","420"
"26666112","340","340","340"
"26678656","410","410","410"
"26690560","440","440","440"
"26698112","690","690","690"
"26707456","560","560","560"
"26737920","260","260","260"
"26770304","320","320","320"
"26782720","330","330","330"
"26844032","460","460","460"
"26855168","260","260","260"
"26857216","1200","1200","1200"
"26859264","406.6666564941406","406.6666564941406","406.6666564941406"
"26869376","410","410","410"
"26870016","340","340","340"
"26886528","260","260","260"
"26890752","300","300","300"
"26892544","410","410","410"
"26894336","760","760","760"
"26906112","570","570","570"
"26912384","270","270","270"
"26965760","470","470","470"
"26971136","285","285","285"
"26977280","800","800","800"
"26988288","450","450","450"
"26996864","360","360","360"
"27012480","230","230","230"
"27016320","410","410","410"
"27016960","860","860","860"
"27047552","820","820","820"
"27065216","320","320","320"
"27078272","315","315","315"
"27169536","470","470","470"
"27178624","360","360","360"
"27240192","300","300","300"
"27251456","347.5","347.5","347.5"
"27259392","326.6666564941406","326.6666564941406","326.6666564941406"
"27290624","426.6666564941406","426.6666564941406","426.6666564941406"
"27291648","345","345","345"
"27325952","340","340","340"
"27351680","320","320","320"
"27372928","340","340","340"
"27387776","280","280","280"
"27393152","660","660","660"
"27406208","310","310","310"
"27415168","610","610","610"
"27436544","320","320","320"
"27441408","420","420","420"
"27450880","250","250","250"
"27524096","900","900","900"
"27528960","1240","1240","1240"
"27539712","410","410","410"
"27539840","210","210","210"
"27542144","230","230","230"
"27544832","425","425","425"
"27548288","270","270","270"
"27575424","310","310","310"
"27596928","425","425","425"
"27650816","390","390","390"
"27700352","190","190","190"
"27724288","540","540","540"
"27732864","530","530","530"
"27753728","340","340","340"
"27756288","355","355","355"
"27762432","270","270","270"
"27768832","265","265","265"
"27774080","250","250","250"
"27811456","570","570","570"
"27813632","250","250","250"
"27848320","320","320","320"
"27848704","210","210","210"
"27867648","300","300","300"
"27924224","290","290","290"
"27936640","362.5","362.5","362.5"
"27944960","240","240","240"
"27945216","580","580","580"
"27969280","300","300","300"
"27982976","265","265","265"
"28002816","360","360","360"
"28040064","530","530","530"
"28056448","660","660","660"
"28069888","325","325","325"
"28074752","280","280","280"
"28102528","750","750","750"
"28110720","250","250","250"
"28114304","290","290","290"
"28129920","450","450","450"
"28154752","250","250","250"
"28202624","890","890","890"
"28224896","430","430","430"
"28244864","300","300","300"
"28272128","340","340","340"
"28281472","340","340","340"
"28290432","320","320","320"
"28292096","980","980","980"
"28308736","735","735","735"
"28318976","660","660","660"
"28329728","340","340","340"
"28342656","340","340","340"
"28365952","403.3333435058594","403.3333435058594","403.3333435058594"
"28369408","210","210","210"
"28409344","250","250","250"
"28446976","845","845","845"
"28447104","920","920","920"
"28448000","380","380","380"
"28465408","360","360","360"
"28489600","2210","2210","2210"
"28532992","400","400","400"
"28560256","750","750","750"
"28566400","360","360","360"
"28589184","633.3333129882812","633.3333129882812","633.3333129882812"
"28610048","450","450","450"
"28636672","610","610","610"
"28638848","350","350","350"
"28641280","230","230","230"
"28645504","636.6666870117188","636.6666870117188","636.6666870117188"
"28655360","270","270","270"
"28699776","340","340","340"
"28713728","360","360","360"
"28803584","570","570","570"
"28817280","520","520","520"
"28838272","950","950","950"
"28839808","320","320","320"
"28851456","270","270","270"
