"Step","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return__MIN","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return__MAX"
"49229440","1160","1160","1160"
"49234304","1615","1615","1615"
"49292160","2160","2160","2160"
"49308032","3440","3440","3440"
"49323520","1160","1160","1160"
"49330176","1330","1330","1330"
"49353856","3610","3610","3610"
"49361536","2580","2580","2580"
"49372800","1510","1510","1510"
"49398144","1670","1670","1670"
"49412992","2100","2100","2100"
"49418368","1290","1290","1290"
"49441792","2000","2000","2000"
"49442944","2355","2355","2355"
"49465472","2220","2220","2220"
"49466624","2200","2200","2200"
"49487744","3370","3370","3370"
"49489536","1520","1520","1520"
"49519616","1300","1300","1300"
"49533440","1425","1425","1425"
"49554304","1480","1480","1480"
"49558144","1330","1330","1330"
"49560576","1495","1495","1495"
"49561728","2740","2740","2740"
"49582080","1650","1650","1650"
"49587456","2090","2090","2090"
"49724416","1590","1590","1590"
"49732864","3160","3160","3160"
"49737472","1300","1300","1300"
"49752192","1835","1835","1835"
"49762816","2260","2260","2260"
"49765248","2010","2010","2010"
"49803520","1810","1810","1810"
"49815552","1825","1825","1825"
"49832320","1320","1320","1320"
"49852672","2940","2940","2940"
"49886720","2170","2170","2170"
"49899136","3670","3670","3670"
"49900288","1560","1560","1560"
"49904128","960","960","960"
"49908224","2370","2370","2370"
"49966080","3420","3420","3420"
"50008192","2590","2590","2590"
"50039296","1270","1270","1270"
"50045696","2290","2290","2290"
"50072192","1420","1420","1420"
"50072320","1430","1430","1430"
"50093440","1420","1420","1420"
"50093696","1220","1220","1220"
"50120576","1910","1910","1910"
"50147584","1125","1125","1125"
"50156288","2190","2190","2190"
"50184832","2000","2000","2000"
"50185088","1740","1740","1740"
"50194688","1200","1200","1200"
"50231936","2120","2120","2120"
"50241408","1390","1390","1390"
"50276608","1420","1420","1420"
"50283520","2810","2810","2810"
"50293248","1760","1760","1760"
"50299776","650","650","650"
"50309504","1200","1200","1200"
"50313984","1390","1390","1390"
"50330880","2110","2110","2110"
"50343936","2550","2550","2550"
"50350208","3200","3200","3200"
"50360832","3490","3490","3490"
"50368128","1520","1520","1520"
"50370432","2720","2720","2720"
"50376832","2190","2190","2190"
"50391296","2180","2180","2180"
"50404608","2980","2980","2980"
"50412288","1210","1210","1210"
"50414080","2530","2530","2530"
"50442240","2610","2610","2610"
"50452864","1370","1370","1370"
"50466944","2980","2980","2980"
"50469632","1540","1540","1540"
"50487936","1350","1350","1350"
"50517120","2630","2630","2630"
"50553856","1615","1615","1615"
"50584704","2090","2090","2090"
"50584832","2240","2240","2240"
"50586368","3530","3530","3530"
"50589696","1490","1490","1490"
"50619776","1470","1470","1470"
"50645632","1365","1365","1365"
"50655488","3500","3500","3500"
"50688384","2140","2140","2140"
"50710400","2470","2470","2470"
"50721280","1340","1340","1340"
"50731392","1380","1380","1380"
"50731520","2560","2560","2560"
"50742656","2530","2530","2530"
"50745472","1240","1240","1240"
"50749440","3360","3360","3360"
"50751872","2040","2040","2040"
"50764544","1805","1805","1805"
"50775552","2300","2300","2300"
"50803584","1450","1450","1450"
"50808576","1800","1800","1800"
"50816256","2410","2410","2410"
"50835200","1590","1590","1590"
"50845056","2720","2720","2720"
"50868608","1080","1080","1080"
"50873600","2560","2560","2560"
"50875776","1385","1385","1385"
"50877056","880","880","880"
"50893440","3620","3620","3620"
"50913152","3500","3500","3500"
"50920064","1450","1450","1450"
"50934528","1340","1340","1340"
"50935936","1440","1440","1440"
"50939008","2520","2520","2520"
"50968320","1590","1590","1590"
"50968832","1200","1200","1200"
"50971008","1110","1110","1110"
"50973440","1670","1670","1670"
"50982656","1610","1610","1610"
"51026176","1530","1530","1530"
"51049728","1090","1090","1090"
"51056000","1530","1530","1530"
"51058944","1280","1280","1280"
"51064320","1220","1220","1220"
"51067136","2510","2510","2510"
"51070720","1100","1100","1100"
"51076480","1470","1470","1470"
"51083776","1920","1920","1920"
"51089920","1310","1310","1310"
"51108224","1080","1080","1080"
"51109632","2410","2410","2410"
"51121408","1670","1670","1670"
"51122816","2045","2045","2045"
"51161216","690","690","690"
"51189760","1640","1640","1640"
"51190272","1540","1540","1540"
"51197696","1560","1560","1560"
"51208448","2480","2480","2480"
"51228032","1210","1210","1210"
"51229824","1340","1340","1340"
"51266560","1300","1300","1300"
"51271040","1170","1170","1170"
"51283200","1550","1550","1550"
"51286400","1560","1560","1560"
"51315968","1640","1640","1640"
"51329920","2460","2460","2460"
"51354880","2370","2370","2370"
"51383168","1385","1385","1385"
"51396224","1180","1180","1180"
"51405952","1685","1685","1685"
"51411584","1660","1660","1660"
"51421312","1730","1730","1730"
"51422080","1720","1720","1720"
"51424768","880","880","880"
"51454080","1400","1400","1400"
"51457024","1170","1170","1170"
"51466496","1160","1160","1160"
"51469312","1390","1390","1390"
"51480576","2230","2230","2230"
"51483776","1510","1510","1510"
"51496704","1450","1450","1450"
"51497856","1545","1545","1545"
"51517056","1500","1500","1500"
"51519872","2210","2210","2210"
"51527552","1470","1470","1470"
"51543936","2910","2910","2910"
"51575424","4050","4050","4050"
"51577472","1740","1740","1740"
"51578880","1610","1610","1610"
"51599360","1200","1200","1200"
"51602048","2200","2200","2200"
"51622912","1080","1080","1080"
"51627904","940","940","940"
"51633280","1320","1320","1320"
"51633536","1340","1340","1340"
"51679232","1410","1410","1410"
"51684608","1400","1400","1400"
"51700480","1390","1390","1390"
"51739648","1470","1470","1470"
"51755904","1540","1540","1540"
"51766912","3760","3760","3760"
"51775616","2370","2370","2370"
"51780480","1690","1690","1690"
"51786240","1280","1280","1280"
"51786752","1320","1320","1320"
"51796480","1206.6666259765625","1206.6666259765625","1206.6666259765625"
"51817344","1290","1290","1290"
"51831552","2170","2170","2170"
"51836800","880","880","880"
"51838976","1600","1600","1600"
"51844736","1255","1255","1255"
"51864960","1450","1450","1450"
"51866752","1810","1810","1810"
"51889280","1850","1850","1850"
"51890944","2040","2040","2040"
"51911168","970","970","970"
"51912448","1370","1370","1370"
"51912832","1470","1470","1470"
"51923072","1460","1460","1460"
"51950848","2560","2560","2560"
"51957248","1190","1190","1190"
"51963136","1480","1480","1480"
"51964160","1420","1420","1420"
"51970816","1160","1160","1160"
"51988096","1960","1960","1960"
"51995904","1610","1610","1610"
"52004736","2210","2210","2210"
"52050944","2310","2310","2310"
"52054912","1660","1660","1660"
"52071936","1340","1340","1340"
"52072576","1300","1300","1300"
"52099712","1750","1750","1750"
"52110464","1570","1570","1570"
"52119040","1320","1320","1320"
"52149504","1220","1220","1220"
"52157568","2210","2210","2210"
"52190336","2110","2110","2110"
"52201472","1386.6666259765625","1386.6666259765625","1386.6666259765625"
"52203008","1300","1300","1300"
"52207232","2540","2540","2540"
"52232448","1470","1470","1470"
"52239104","3370","3370","3370"
"52266496","1490","1490","1490"
"52284032","1500","1500","1500"
"52294144","1370","1370","1370"
"52319744","1305","1305","1305"
"52332032","1950","1950","1950"
"52371072","1420","1420","1420"
"52377728","2450","2450","2450"
"52395008","1750","1750","1750"
"52399616","1420","1420","1420"
"52400384","1480","1480","1480"
"52407552","1310","1310","1310"
"52429056","2280","2280","2280"
"52433152","1720","1720","1720"
"52447104","2450","2450","2450"
"52448640","1120","1120","1120"
"52455424","1570","1570","1570"
"52456192","960","960","960"
"52459264","2500","2500","2500"
"52467072","1800","1800","1800"
"52471936","1020","1020","1020"
"52500608","650","650","650"
"52507904","1510","1510","1510"
"52509056","2380","2380","2380"
"52520320","1530","1530","1530"
"52521600","1120","1120","1120"
"52553600","1550","1550","1550"
"52556800","1320","1320","1320"
"52566016","1160","1160","1160"
"52570624","1410","1410","1410"
"52584832","1800","1800","1800"
"52585728","1670","1670","1670"
"52589952","2340","2340","2340"
"52595200","1280","1280","1280"
"52607872","1605","1605","1605"
"52617984","1550","1550","1550"
"52619520","1790","1790","1790"
"52663680","2015","2015","2015"
"52681728","2820","2820","2820"
"52749568","2320","2320","2320"
"52761856","2100","2100","2100"
"52762112","1250","1250","1250"
"52763648","1180","1180","1180"
"52769792","2830","2830","2830"
"52770944","1740","1740","1740"
"52782592","2680","2680","2680"
"52816512","2050","2050","2050"
"52822656","1930","1930","1930"
"52827904","1440","1440","1440"
"52838016","1330","1330","1330"
"52838912","1770","1770","1770"
"52839552","1690","1690","1690"
"52862336","2010","2010","2010"
"52905728","2270","2270","2270"
"52951040","1690","1690","1690"
"52975232","2380","2380","2380"
"52979584","1410","1410","1410"
"52983936","2360","2360","2360"
"52987904","1915","1915","1915"
"52995712","1325","1325","1325"
"53001344","1320","1320","1320"
"53004416","2580","2580","2580"
"53018496","1380","1380","1380"
"53022976","2420","2420","2420"
"53026688","2430","2430","2430"
"53043200","3300","3300","3300"
"53062272","2050","2050","2050"
"53075584","1420","1420","1420"
"53086464","1080","1080","1080"
"53113600","2410","2410","2410"
"53171456","1490","1490","1490"
"53193984","3040","3040","3040"
"53196160","1585","1585","1585"
"53201664","1640","1640","1640"
"53205888","2920","2920","2920"
"53206400","2410","2410","2410"
"53224320","3160","3160","3160"
"53230208","1885","1885","1885"
"53233920","2130","2130","2130"
"53237632","2840","2840","2840"
"53256320","1680","1680","1680"
"53264512","1430","1430","1430"
"53291904","1380","1380","1380"
"53294720","1380","1380","1380"
"53303040","1670","1670","1670"
"53324416","1440","1440","1440"
"53328512","1320","1320","1320"
"53341952","1460","1460","1460"
"53344128","1180","1180","1180"
"53345408","1290","1290","1290"
"53370496","2490","2490","2490"
"53374080","1815","1815","1815"
"53392512","2480","2480","2480"
"53394944","2320","2320","2320"
"53415424","3270","3270","3270"
"53426048","1650","1650","1650"
"53443840","1750","1750","1750"
"53505152","1920","1920","1920"
"53527936","1596.6666259765625","1596.6666259765625","1596.6666259765625"
"53534848","1615","1615","1615"
"53568640","1660","1660","1660"
"53609856","1100","1100","1100"
"53610752","1550","1550","1550"
"53620224","1530","1530","1530"
"53636736","1510","1510","1510"
"53664128","3470","3470","3470"
"53700480","4050","4050","4050"
"53703424","2620","2620","2620"
"53703808","2950","2950","2950"
"53710080","2300","2300","2300"
"53715456","1540","1540","1540"
"53753984","2670","2670","2670"
"53773312","2520","2520","2520"
"53793792","1240","1240","1240"
"53795584","1510","1510","1510"
"53816576","1900","1900","1900"
"53818880","2620","2620","2620"
"53819904","3470","3470","3470"
"53822336","1640","1640","1640"
"53825792","2940","2940","2940"
"53840640","3590","3590","3590"
"53840896","1320","1320","1320"
"53905536","1700","1700","1700"
"53937152","1490","1490","1490"
"53941632","2810","2810","2810"
"53945856","1830","1830","1830"
"53948544","3500","3500","3500"
"53987328","1330","1330","1330"
"54009344","1480","1480","1480"
"54011648","2660","2660","2660"
"54017792","2650","2650","2650"
"54022272","1250","1250","1250"
"54023040","2180","2180","2180"
"54050816","1140","1140","1140"
"54051968","2920","2920","2920"
"54055680","1380","1380","1380"
"54070784","2035","2035","2035"
"54081408","2290","2290","2290"
"54111744","1890","1890","1890"
"54117632","1570","1570","1570"
"54120192","1300","1300","1300"
"54122496","1155","1155","1155"
"54164608","1420","1420","1420"
"54167296","1190","1190","1190"
"54170624","1670","1670","1670"
"54175104","2735","2735","2735"
"54185728","2220","2220","2220"
"54188672","1340","1340","1340"
"54230016","1690","1690","1690"
"54239872","2440","2440","2440"
"54242304","1610","1610","1610"
"54262784","2100","2100","2100"
"54271104","1600","1600","1600"
"54282624","1860","1860","1860"
"54295808","1640","1640","1640"
"54302592","2220","2220","2220"
"54312576","2300","2300","2300"
"54343936","2260","2260","2260"
"54344960","1865","1865","1865"
"54374144","2343.333251953125","2343.333251953125","2343.333251953125"
"54375040","1690","1690","1690"
"54377472","1760","1760","1760"
"54385920","1870","1870","1870"
"54392448","2260","2260","2260"
"54394240","1230","1230","1230"
"54409984","2560","2560","2560"
"54422016","1390","1390","1390"
"54428800","2040","2040","2040"
"54436224","1550","1550","1550"
"54459136","3320","3320","3320"
"54467072","1930","1930","1930"
"54472704","1040","1040","1040"
"54482432","2170","2170","2170"
"54490368","3240","3240","3240"
"54496640","2840","2840","2840"
"54505856","1240","1240","1240"
"54526592","1200","1200","1200"
"54529664","3360","3360","3360"
"54541056","2065","2065","2065"
"54541312","1840","1840","1840"
"54589824","1340","1340","1340"
"54593024","1265","1265","1265"
"54594432","3260","3260","3260"
"54595456","1570","1570","1570"
"54635648","1710","1710","1710"
"54643456","3815","3815","3815"
"54684928","2530","2530","2530"
"54688768","1720","1720","1720"
"54743680","1000","1000","1000"
"54768000","2140","2140","2140"
"54769792","1480","1480","1480"
"54773888","2460","2460","2460"
"54791936","1620","1620","1620"
"54804224","3980","3980","3980"
"54807040","1940","1940","1940"
"54828160","3770","3770","3770"
"54830592","1630","1630","1630"
"54834560","1550","1550","1550"
"54842496","2450","2450","2450"
"54854144","1660","1660","1660"
"54861824","1780","1780","1780"
"54897152","3430","3430","3430"
"54897920","2290","2290","2290"
"54911488","1690","1690","1690"
"54924544","2730","2730","2730"
"54946432","2690","2690","2690"
"54993280","2080","2080","2080"
"55008000","1895","1895","1895"
"55016192","1550","1550","1550"
"55019136","4000","4000","4000"
"55020032","2120","2120","2120"
"55030272","1850","1850","1850"
"55037824","1630","1630","1630"
"55045376","2420","2420","2420"
"55045632","2140","2140","2140"
"55048960","1670","1670","1670"
"55065600","1250","1250","1250"
"55075968","1510","1510","1510"
"55080320","1560","1560","1560"
"55089280","1630","1630","1630"
"55108096","4100","4100","4100"
"55109120","1490","1490","1490"
"55110400","1470","1470","1470"
"55164544","2450","2450","2450"
"55171200","2210","2210","2210"
"55193856","3150","3150","3150"
"55194752","2250","2250","2250"
"55200128","2050","2050","2050"
"55212032","3810","3810","3810"
"55224448","1450","1450","1450"
"55240704","1880","1880","1880"
"55255168","3780","3780","3780"
"55266176","3260","3260","3260"
"55281920","3740","3740","3740"
"55295744","1590","1590","1590"
"55321984","1340","1340","1340"
"55353728","2410","2410","2410"
"55362176","3610","3610","3610"
"55363584","2595","2595","2595"
"55403264","2070","2070","2070"
"55404288","1560","1560","1560"
"55422336","3600","3600","3600"
"55428224","1310","1310","1310"
"55432960","1420","1420","1420"
"55451520","2670","2670","2670"
"55480192","1220","1220","1220"
"55494784","1390","1390","1390"
"55495936","2240","2240","2240"
"55501312","1880","1880","1880"
"55508992","2460","2460","2460"
"55559296","1585","1585","1585"
"55617792","1230","1230","1230"
"55643008","1670","1670","1670"
"55663488","2360","2360","2360"
