"Step","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return__MIN","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return__MAX","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return__MIN","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return__MAX","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return__MIN","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return__MAX"
"135506432","","","","","","","79000","79000","79000"
"135510656","","","","","","","41600","41600","41600"
"135529472","","","","","","","52900","52900","52900"
"135549952","","","","","","","61500","61500","61500"
"135558272","","","","","","","36700","36700","36700"
"135598464","","","","","","","83200","83200","83200"
"135608960","","","","","","","51600","51600","51600"
"135651584","","","","","","","50200","50200","50200"
"135666560","","","","","","","70800","70800","70800"
"135670144","","","","","","","90400","90400","90400"
"135680896","","","","","","","102800","102800","102800"
"135729024","","","","","","","54500","54500","54500"
"135740288","","","","","","","56400","56400","56400"
"135758336","","","","","","","19600","19600","19600"
"135759360","","","","","","","64400","64400","64400"
"135783168","","","","","","","22900","22900","22900"
"135805696","","","","","","","18000","18000","18000"
"135823104","","","","","","","59900","59900","59900"
"135865088","","","","","","","54300","54300","54300"
"135901312","","","","","","","24900","24900","24900"
"135948288","","","","","","","21300","21300","21300"
"135970688","","","","","","","10700","10700","10700"
"135981952","","","","","","","97100","97100","97100"
"135999744","","","","","","","82300","82300","82300"
"136033024","","","","","","","111700","111700","111700"
"136080384","","","","","","","101100","101100","101100"
"136123520","","","","","","","18400","18400","18400"
"136132608","","","","","","","124300","124300","124300"
"136151552","","","","","","","89800","89800","89800"
"136316288","","","","","","","38900","38900","38900"
"136358528","","","","","","","48700","48700","48700"
"136365568","","","","","","","41600","41600","41600"
"136390784","","","","","","","56000","56000","56000"
"136395648","","","","","","","33200","33200","33200"
"136413568","","","","","","","84000","84000","84000"
"136450816","","","","","","","49700","49700","49700"
"136487168","","","","","","","53700","53700","53700"
"136516224","","","","","","","24300","24300","24300"
"136593792","","","","","","","55400","55400","55400"
"136631680","","","","","","","43100","43100","43100"
"136633728","","","","","","","61600","61600","61600"
"136652800","","","","","","","42500","42500","42500"
"136716800","","","","","","","70800","70800","70800"
"136733824","","","","","","","50000","50000","50000"
"136762880","","","","","","","39600","39600","39600"
"136779776","","","","","","","73200","73200","73200"
"136783872","","","","","","","55900","55900","55900"
"136830208","","","","","","","45000","45000","45000"
"136830464","","","","","","","73000","73000","73000"
"136838656","","","","","","","34300","34300","34300"
"136839296","","","","","","","28250","28250","28250"
"136871296","","","","","","","106800","106800","106800"
"136873728","","","","","","","73700","73700","73700"
"136911232","","","","","","","46300","46300","46300"
"136921216","","","","","","","21600","21600","21600"
"136993280","","","","","","","30300","30300","30300"
"137012608","","","","","","","45900","45900","45900"
"137052160","","","","","","","25400","25400","25400"
"137065728","","","","","","","78400","78400","78400"
"137073408","","","","","","","38100","38100","38100"
"137074816","","","","","","","85500","85500","85500"
"137108864","","","","","","","97300","97300","97300"
"137153792","","","","","","","35200","35200","35200"
"137154944","","","","","","","62600","62600","62600"
"137265408","","","","","","","49400","49400","49400"
"137298816","","","","","","","33300","33300","33300"
"137311104","","","","","","","69000","69000","69000"
"137328384","","","","","","","27100","27100","27100"
"137329280","","","","","","","28800","28800","28800"
"137407744","","","","","","","39500","39500","39500"
"137420416","","","","","","","15100","15100","15100"
"137486720","","","","","","","61500","61500","61500"
"137518592","","","","","","","68000","68000","68000"
"137547904","","","","","","","71600","71600","71600"
"137556224","","","","","","","52300","52300","52300"
"137568512","","","","","","","44000","44000","44000"
"137577984","","","","","","","81200","81200","81200"
"137601024","","","","","","","29500","29500","29500"
"137610368","","","","","","","45600","45600","45600"
"137630464","","","","","","","13200","13200","13200"
"137631232","","","","","","","74000","74000","74000"
"137677824","","","","","","","86300","86300","86300"
"137678464","","","","","","","38300","38300","38300"
"137736960","","","","","","","29700","29700","29700"
"137777152","","","","","","","46600","46600","46600"
"137845632","","","","","","","41500","41500","41500"
"137871104","","","","","","","43600","43600","43600"
"137876480","","","","","","","34500","34500","34500"
"137876864","","","","","","","34000","34000","34000"
"137956736","","","","","","","42600","42600","42600"
"137961728","","","","","","","55100","55100","55100"
"137972096","","","","","","","73000","73000","73000"
"137984384","","","","","","","57100","57100","57100"
"137990912","","","","","","","40900","40900","40900"
"137996928","","","","","","","51200","51200","51200"
"138040576","","","","","","","63700","63700","63700"
"138050944","","","","","","","59100","59100","59100"
"138054784","","","","","","","15100","15100","15100"
"138098432","","","","","","","36100","36100","36100"
"138112256","","","","","","","49500","49500","49500"
"138128256","","","","","","","29000","29000","29000"
"138134272","","","","","","","46500","46500","46500"
"138156672","","","","","","","15000","15000","15000"
"138166784","","","","","","","58400","58400","58400"
"138185344","","","","","","","25000","25000","25000"
"138201984","","","","","","","84700","84700","84700"
"138286976","","","","","","","24600","24600","24600"
"138308096","","","","","","","46100","46100","46100"
"138308352","","","","","","","33000","33000","33000"
"138309376","","","","","","","62200","62200","62200"
"138312832","","","","","","","73400","73400","73400"
"138314112","","","","","","","72400","72400","72400"
"138318720","","","","","","","59200","59200","59200"
"138329856","","","","","","","55400","55400","55400"
"138383104","","","","","","","44900","44900","44900"
"138429056","","","","","","","38950","38950","38950"
"138481536","","","","","","","45800","45800","45800"
"138539264","","","","","","","20300","20300","20300"
"138629888","","","","","","","37600","37600","37600"
"138630784","","","","","","","34800","34800","34800"
"138672000","","","","","","","85200","85200","85200"
"138690304","","","","","","","57700","57700","57700"
"138711040","","","","","","","79300","79300","79300"
"138785152","","","","","","","106800","106800","106800"
"138813184","","","","","","","53300","53300","53300"
"138821888","","","","","","","59200","59200","59200"
"138843648","","","","","","","64300","64300","64300"
"138916992","","","","","","","94200","94200","94200"
"139033600","","","","","","","56600","56600","56600"
"139064064","","","","","","","80500","80500","80500"
"139098240","","","","","","","116300","116300","116300"
"139114624","","","","","","","67400","67400","67400"
"139117696","","","","","","","56400","56400","56400"
"139148544","","","","","","","55100","55100","55100"
"139151360","","","","","","","99200","99200","99200"
"139162496","","","","","","","98800","98800","98800"
"139211648","","","","","","","75250","75250","75250"
"139223168","","","","","","","49100","49100","49100"
"139223552","","","","","","","73000","73000","73000"
"139233664","","","","","","","95900","95900","95900"
"139261568","","","","","","","46000","46000","46000"
"139264512","","","","","","","65700","65700","65700"
"139267840","","","","","","","31700","31700","31700"
"139276544","","","","","","","49600","49600","49600"
"139412736","","","","","","","61700","61700","61700"
"139435776","","","","","","","24200","24200","24200"
"139453184","","","","","","","55300","55300","55300"
"139476480","","","","","","","101900","101900","101900"
"139524096","","","","","","","41800","41800","41800"
"139526272","","","","","","","65200","65200","65200"
"139546624","","","","","","","86300","86300","86300"
"139555200","","","","","","","18400","18400","18400"
"139633408","","","","","","","85400","85400","85400"
"139644544","","","","","","","70500","70500","70500"
"139662720","","","","","","","93100","93100","93100"
"139671424","","","","","","","57500","57500","57500"
"139689600","","","","","","","57300","57300","57300"
"139719168","","","","","","","89900","89900","89900"
"139719680","","","","","","","143200","143200","143200"
"139794304","","","","","","","88800","88800","88800"
"139807360","","","","","","","126200","126200","126200"
"139816192","","","","","","","88800","88800","88800"
"139856640","","","","","","","90900","90900","90900"
"139868416","","","","","","","49400","49400","49400"
"139875584","","","","","","","64400","64400","64400"
"139880832","","","","","","","109800","109800","109800"
"139894528","","","","","","","49000","49000","49000"
"139905792","","","","","","","37900","37900","37900"
"139907200","","","","","","","60900","60900","60900"
"140134016","","","","","","","93700","93700","93700"
"140148224","","","","","","","54400","54400","54400"
"140155264","","","","","","","90900","90900","90900"
"140161280","","","","","","","66500","66500","66500"
"140169472","","","","","","","67000","67000","67000"
"140195328","","","","","","","114700","114700","114700"
"140241664","","","","","","","105800","105800","105800"
"140244992","","","","","","","136600","136600","136600"
"140267648","","","","","","","113000","113000","113000"
"140322304","","","","","","","50650","50650","50650"
"140355712","","","","","","","78300","78300","78300"
"140365568","","","","","","","145500","145500","145500"
"140402176","","","","","","","149800","149800","149800"
"140424192","","","","","","","101600","101600","101600"
"140459648","","","","","","","101650","101650","101650"
