"Step","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return__MIN","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return__MAX","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return__MIN","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return__MAX","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return__MIN","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return__MAX"
"118335616","","","","","","","29300","29300","29300"
"118336896","","","","","","","24100","24100","24100"
"118340480","","","","","","","18200","18200","18200"
"118353280","","","","","","","20200","20200","20200"
"118370560","","","","","","","19700","19700","19700"
"118380160","","","","","","","25000","25000","25000"
"118383616","","","","","","","11500","11500","11500"
"118408576","","","","","","","15200","15200","15200"
"118409856","","","","","","","26300","26300","26300"
"118435456","","","","","","","20400","20400","20400"
"118499328","","","","","","","7500","7500","7500"
"118503296","","","","","","","13500","13500","13500"
"118521216","","","","","","","28300","28300","28300"
"118527488","","","","","","","17900","17900","17900"
"118575616","","","","","","","14200","14200","14200"
"118600960","","","","","","","9700","9700","9700"
"118644352","","","","","","","47600","47600","47600"
"118680960","","","","","","","23900","23900","23900"
"118685056","","","","","","","27100","27100","27100"
"118694272","","","","","","","12100","12100","12100"
"118717696","","","","","","","23500","23500","23500"
"118744960","","","","","","","27900","27900","27900"
"118755328","","","","","","","31600","31600","31600"
"118792576","","","","","","","14400","14400","14400"
"118808192","","","","","","","25700","25700","25700"
"118812032","","","","","","","26100","26100","26100"
"118835840","","","","","","","25000","25000","25000"
"118859648","","","","","","","37800","37800","37800"
"118896256","","","","","","","29100","29100","29100"
"118904192","","","","","","","17300","17300","17300"
"118924928","","","","","","","20050","20050","20050"
"118938240","","","","","","","15800","15800","15800"
"118974208","","","","","","","37100","37100","37100"
"119014016","","","","","","","35000","35000","35000"
"119023232","","","","","","","25650","25650","25650"
"119037568","","","","","","","29300","29300","29300"
"119038336","","","","","","","28100","28100","28100"
"119043456","","","","","","","31100","31100","31100"
"119055872","","","","","","","22200","22200","22200"
"119061248","","","","","","","29300","29300","29300"
"119084288","","","","","","","23600","23600","23600"
"119155968","","","","","","","38300","38300","38300"
"119158912","","","","","","","16900","16900","16900"
"119181952","","","","","","","24550","24550","24550"
"119187840","","","","","","","20600","20600","20600"
"119222144","","","","","","","29600","29600","29600"
"119227392","","","","","","","21700","21700","21700"
"119254400","","","","","","","24850","24850","24850"
"119263488","","","","","","","29900","29900","29900"
"119290112","","","","","","","22200","22200","22200"
"119307264","","","","","","","27600","27600","27600"
"119325696","","","","","","","37900","37900","37900"
"119347968","","","","","","","39000","39000","39000"
"119349120","","","","","","","24900","24900","24900"
"119361792","","","","","","","26300","26300","26300"
"119394176","","","","","","","19800","19800","19800"
"119402240","","","","","","","35900","35900","35900"
"119412224","","","","","","","23700","23700","23700"
"119418752","","","","","","","30500","30500","30500"
"119427328","","","","","","","23800","23800","23800"
"119439104","","","","","","","17700","17700","17700"
"119440896","","","","","","","12800","12800","12800"
"119442688","","","","","","","30000","30000","30000"
"119444096","","","","","","","18100","18100","18100"
"119450496","","","","","","","28600","28600","28600"
"119462272","","","","","","","22100","22100","22100"
"119493888","","","","","","","9000","9000","9000"
"119498624","","","","","","","29000","29000","29000"
"119531520","","","","","","","18200","18200","18200"
"119585280","","","","","","","27800","27800","27800"
"119591424","","","","","","","26300","26300","26300"
"119630464","","","","","","","21000","21000","21000"
"119681152","","","","","","","31600","31600","31600"
"119699840","","","","","","","27800","27800","27800"
"119727488","","","","","","","33500","33500","33500"
"119738752","","","","","","","25700","25700","25700"
"119786368","","","","","","","14300","14300","14300"
"119789312","","","","","","","31900","31900","31900"
"119838976","","","","","","","26900","26900","26900"
"119888128","","","","","","","26200","26200","26200"
"119895936","","","","","","","28800","28800","28800"
"119897472","","","","","","","20300","20300","20300"
"119904256","","","","","","","27300","27300","27300"
"119918848","","","","","","","30600","30600","30600"
"119947520","","","","","","","34400","34400","34400"
"119977472","","","","","","","30000","30000","30000"
"119994496","","","","","","","28600","28600","28600"
"120051584","","","","","","","30700","30700","30700"
"120087040","","","","","","","26100","26100","26100"
"120107136","","","","","","","19800","19800","19800"
"120122496","","","","","","","27200","27200","27200"
"120168448","","","","","","","53400","53400","53400"
"120227712","","","","","","","20200","20200","20200"
"120264960","","","","","","","38900","38900","38900"
"120267136","","","","","","","25000","25000","25000"
"120276224","","","","","","","25600","25600","25600"
"120304640","","","","","","","15400","15400","15400"
"120380160","","","","","","","24700","24700","24700"
"120409728","","","","","","","36700","36700","36700"
"120417024","","","","","","","18500","18500","18500"
"120420992","","","","","","","28600","28600","28600"
"120427648","","","","","","","28966.666015625","28966.666015625","28966.666015625"
"120438272","","","","","","","38400","38400","38400"
"120465024","","","","","","","25400","25400","25400"
"120483200","","","","","","","16600","16600","16600"
"120516480","","","","","","","54100","54100","54100"
"120525056","","","","","","","28000","28000","28000"
"120564224","","","","","","","34700","34700","34700"
"120575616","","","","","","","30000","30000","30000"
"120580480","","","","","","","17100","17100","17100"
"120580992","","","","","","","32366.666015625","32366.666015625","32366.666015625"
"120608640","","","","","","","35800","35800","35800"
"120615424","","","","","","","23150","23150","23150"
"120634496","","","","","","","36500","36500","36500"
"120642176","","","","","","","27000","27000","27000"
"120662912","","","","","","","23150","23150","23150"
"120708608","","","","","","","34300","34300","34300"
"120741248","","","","","","","27200","27200","27200"
"120747264","","","","","","","28800","28800","28800"
"120814848","","","","","","","35600","35600","35600"
"120824064","","","","","","","35700","35700","35700"
"120881920","","","","","","","16500","16500","16500"
"120885376","","","","","","","32050","32050","32050"
"120896384","","","","","","","37850","37850","37850"
"120950272","","","","","","","11600","11600","11600"
"120952064","","","","","","","25900","25900","25900"
"120972288","","","","","","","49200","49200","49200"
"120977536","","","","","","","34000","34000","34000"
"121004160","","","","","","","42800","42800","42800"
"121019904","","","","","","","35700","35700","35700"
"121025664","","","","","","","47700","47700","47700"
"121026048","","","","","","","45500","45500","45500"
"121031296","","","","","","","21700","21700","21700"
"121042304","","","","","","","17900","17900","17900"
"121045248","","","","","","","40100","40100","40100"
"121051136","","","","","","","38200","38200","38200"
"121078272","","","","","","","34600","34600","34600"
"121082624","","","","","","","28600","28600","28600"
"121128320","","","","","","","33750","33750","33750"
"121134464","","","","","","","42900","42900","42900"
"121179776","","","","","","","40500","40500","40500"
"121232384","","","","","","","67100","67100","67100"
"121237504","","","","","","","46800","46800","46800"
"121251712","","","","","","","68000","68000","68000"
"121265664","","","","","","","55700","55700","55700"
"121275520","","","","","","","27000","27000","27000"
"121310336","","","","","","","26900","26900","26900"
"121313152","","","","","","","36900","36900","36900"
"121327104","","","","","","","32700","32700","32700"
"121336320","","","","","","","35400","35400","35400"
"121339008","","","","","","","42500","42500","42500"
"121361536","","","","","","","30200","30200","30200"
"121363072","","","","","","","45400","45400","45400"
"121411840","","","","","","","20900","20900","20900"
"121413888","","","","","","","40000","40000","40000"
"121464576","","","","","","","54000","54000","54000"
"121468928","","","","","","","27750","27750","27750"
"121485440","","","","","","","55600","55600","55600"
"121488000","","","","","","","45700","45700","45700"
"121526784","","","","","","","47500","47500","47500"
"121536768","","","","","","","56000","56000","56000"
"121566848","","","","","","","38900","38900","38900"
"121622784","","","","","","","43200","43200","43200"
"121723904","","","","","","","36000","36000","36000"
"121748608","","","","","","","39000","39000","39000"
"121803904","","","","","","","31800","31800","31800"
"121823488","","","","","","","40650","40650","40650"
"121842176","","","","","","","47500","47500","47500"
"121852672","","","","","","","55700","55700","55700"
"121996288","","","","","","","39750","39750","39750"
"122029568","","","","","","","39650","39650","39650"
"122065536","","","","","","","34300","34300","34300"
"122073856","","","","","","","36800","36800","36800"
"122115968","","","","","","","48400","48400","48400"
"122132992","","","","","","","53250","53250","53250"
"122154496","","","","","","","58000","58000","58000"
"122176128","","","","","","","56500","56500","56500"
"122196096","","","","","","","36000","36000","36000"
"122210944","","","","","","","46100","46100","46100"
"122224384","","","","","","","47100","47100","47100"
"122275328","","","","","","","52200","52200","52200"
"122281984","","","","","","","40600","40600","40600"
"122349184","","","","","","","53700","53700","53700"
"122351104","","","","","","","38600","38600","38600"
"122375040","","","","","","","58000","58000","58000"
"122390016","","","","","","","54200","54200","54200"
"122398848","","","","","","","58300","58300","58300"
"122412544","","","","","","","72000","72000","72000"
"122441344","","","","","","","61800","61800","61800"
"122449280","","","","","","","22400","22400","22400"
"122479360","","","","","","","31400","31400","31400"
"122492032","","","","","","","38100","38100","38100"
"122522752","","","","","","","67500","67500","67500"
"122583936","","","","","","","38600","38600","38600"
"122721792","","","","","","","50500","50500","50500"
"122726144","","","","","","","30000","30000","30000"
"122751232","","","","","","","38600","38600","38600"
"122754560","","","","","","","34800","34800","34800"
"122756224","","","","","","","44500","44500","44500"
"122773888","","","","","","","77600","77600","77600"
"122782464","","","","","","","69800","69800","69800"
"122791424","","","","","","","52300","52300","52300"
"122810496","","","","","","","48100","48100","48100"
"122849024","","","","","","","31400","31400","31400"
"122891776","","","","","","","38900","38900","38900"
"122900992","","","","","","","33400","33400","33400"
"122920192","","","","","","","72700","72700","72700"
"122954752","","","","","","","59400","59400","59400"
"122955648","","","","","","","36000","36000","36000"
"122966272","","","","","","","26700","26700","26700"
"122986112","","","","","","","41500","41500","41500"
"123013120","","","","","","","50550","50550","50550"
"123039232","","","","","","","45800","45800","45800"
"123065344","","","","","","","68300","68300","68300"
"123121920","","","","","","","44300","44300","44300"
"123145600","","","","","","","47400","47400","47400"
"123160064","","","","","","","51500","51500","51500"
"123207040","","","","","","","52700","52700","52700"
"123290496","","","","","","","47700","47700","47700"
"123292288","","","","","","","48600","48600","48600"
"123327360","","","","","","","53900","53900","53900"
"123369984","","","","","","","55500","55500","55500"
"123371264","","","","","","","66100","66100","66100"
"123380352","","","","","","","41900","41900","41900"
"123428224","","","","","","","42900","42900","42900"
"123493760","","","","","","","32700","32700","32700"
"123559168","","","","","","","65100","65100","65100"
"123561216","","","","","","","58400","58400","58400"
"123711360","","","","","","","62000","62000","62000"
"123780480","","","","","","","62500","62500","62500"
"123784704","","","","","","","95100","95100","95100"
"123840768","","","","","","","30300","30300","30300"
"123875456","","","","","","","35700","35700","35700"
"123888512","","","","","","","44700","44700","44700"
"123895424","","","","","","","38800","38800","38800"
"123909632","","","","","","","73800","73800","73800"
"123948288","","","","","","","73100","73100","73100"
"123979392","","","","","","","68600","68600","68600"
"123985920","","","","","","","66500","66500","66500"
"124013312","","","","","","","65500","65500","65500"
"124050688","","","","","","","45300","45300","45300"
"124062848","","","","","","","53900","53900","53900"
"124101504","","","","","","","45900","45900","45900"
"124132224","","","","","","","67500","67500","67500"
"124162816","","","","","","","54200","54200","54200"
"124175616","","","","","","","38000","38000","38000"
"124237568","","","","","","","61600","61600","61600"
"124262784","","","","","","","44100","44100","44100"
"124290048","","","","","","","61900","61900","61900"
"124294656","","","","","","","82800","82800","82800"
"124383360","","","","","","","72000","72000","72000"
"124433792","","","","","","","50500","50500","50500"
"124443904","","","","","","","74200","74200","74200"
"124497920","","","","","","","59500","59500","59500"
"124501376","","","","","","","48600","48600","48600"
"124540416","","","","","","","104400","104400","104400"
"124568832","","","","","","","43300","43300","43300"
"124571136","","","","","","","72000","72000","72000"
"124578816","","","","","","","36200","36200","36200"
"124638848","","","","","","","104100","104100","104100"
"124652672","","","","","","","69300","69300","69300"
"124653824","","","","","","","57600","57600","57600"
"124682624","","","","","","","44700","44700","44700"
"124700160","","","","","","","72000","72000","72000"
"124701184","","","","","","","49300","49300","49300"
"124705664","","","","","","","89000","89000","89000"
"124772096","","","","","","","56100","56100","56100"
"124778752","","","","","","","103700","103700","103700"
"124803328","","","","","","","51000","51000","51000"
"124826880","","","","","","","42500","42500","42500"
"124827648","","","","","","","112500","112500","112500"
"124846336","","","","","","","66600","66600","66600"
"124856832","","","","","","","58600","58600","58600"
"124875520","","","","","","","57500","57500","57500"
"124880384","","","","","","","56000","56000","56000"
"124905088","","","","","","","16300","16300","16300"
"124915072","","","","","","","38300","38300","38300"
"124990464","","","","","","","68300","68300","68300"
"125025024","","","","","","","41600","41600","41600"
"125039872","","","","","","","89100","89100","89100"
"125041536","","","","","","","78900","78900","78900"
"125081344","","","","","","","47900","47900","47900"
"125114624","","","","","","","56300","56300","56300"
"125171328","","","","","","","59500","59500","59500"
"125237120","","","","","","","61200","61200","61200"
"125240832","","","","","","","58200","58200","58200"
"125249792","","","","","","","74800","74800","74800"
"125291008","","","","","","","57900","57900","57900"
"125293824","","","","","","","44600","44600","44600"
"125363456","","","","","","","96100","96100","96100"
"125375104","","","","","","","72250","72250","72250"
"125388288","","","","","","","68700","68700","68700"
"125406592","","","","","","","27400","27400","27400"
"125419136","","","","","","","35600","35600","35600"
"125527296","","","","","","","72800","72800","72800"
"125529728","","","","","","","87400","87400","87400"
"125639680","","","","","","","80100","80100","80100"
"125681536","","","","","","","40800","40800","40800"
"125696640","","","","","","","86100","86100","86100"
"125744000","","","","","","","51300","51300","51300"
"125763968","","","","","","","73950","73950","73950"
"125770496","","","","","","","58800","58800","58800"
"125774464","","","","","","","62700","62700","62700"
"125788160","","","","","","","36700","36700","36700"
"125803648","","","","","","","39200","39200","39200"
"125806080","","","","","","","32500","32500","32500"
"125826176","","","","","","","61800","61800","61800"
"125839744","","","","","","","64500","64500","64500"
"125852288","","","","","","","58500","58500","58500"
"125888128","","","","","","","41900","41900","41900"
"125940352","","","","","","","67100","67100","67100"
"125949952","","","","","","","78200","78200","78200"
"125990272","","","","","","","25800","25800","25800"
"125990528","","","","","","","60800","60800","60800"
"126007808","","","","","","","46700","46700","46700"
"126019072","","","","","","","46000","46000","46000"
"126027136","","","","","","","42000","42000","42000"
"126033536","","","","","","","69300","69300","69300"
"126092928","","","","","","","44600","44600","44600"
"126103936","","","","","","","61600","61600","61600"
"126124288","","","","","","","53000","53000","53000"
"126140672","","","","","","","67100","67100","67100"
"126154752","","","","","","","47100","47100","47100"
"126181632","","","","","","","43200","43200","43200"
"126197120","","","","","","","84400","84400","84400"
"126209024","","","","","","","52600","52600","52600"
"126209792","","","","","","","80800","80800","80800"
"126217600","","","","","","","84100","84100","84100"
"126278400","","","","","","","44100","44100","44100"
"126281216","","","","","","","59900","59900","59900"
"126310784","","","","","","","70200","70200","70200"
"126422144","","","","","","","113200","113200","113200"
"126455552","","","","","","","65800","65800","65800"
"126474496","","","","","","","60400","60400","60400"
"126481920","","","","","","","77600","77600","77600"
"126532736","","","","","","","47200","47200","47200"
"126571648","","","","","","","38100","38100","38100"
"126573056","","","","","","","58300","58300","58300"
"126576128","","","","","","","55700","55700","55700"
"126583168","","","","","","","42200","42200","42200"
"126605952","","","","","","","86900","86900","86900"
"126621568","","","","","","","69000","69000","69000"
"126687616","","","","","","","40800","40800","40800"
"126687744","","","","","","","46000","46000","46000"
"126733568","","","","","","","57900","57900","57900"
"126748928","","","","","","","60100","60100","60100"
"126757888","","","","","","","70300","70300","70300"
"126820736","","","","","","","45950","45950","45950"
"126875520","","","","","","","48200","48200","48200"
"126879744","","","","","","","78000","78000","78000"
"126883200","","","","","","","59300","59300","59300"
"126889600","","","","","","","108900","108900","108900"
"126903680","","","","","","","57700","57700","57700"
"126946304","","","","","","","54200","54200","54200"
"126951680","","","","","","","60200","60200","60200"
"126955008","","","","","","","53800","53800","53800"
"126976512","","","","","","","84000","84000","84000"
"126992768","","","","","","","87900","87900","87900"
"127060224","","","","","","","42300","42300","42300"
"127077248","","","","","","","70400","70400","70400"
"127212032","","","","","","","89700","89700","89700"
"127253888","","","","","","","114900","114900","114900"
"127256448","","","","","","","55800","55800","55800"
"127266816","","","","","","","50600","50600","50600"
"127314816","","","","","","","24000","24000","24000"
"127316224","","","","","","","38500","38500","38500"
"127325824","","","","","","","49700","49700","49700"
"127344896","","","","","","","43500","43500","43500"
"127400960","","","","","","","89100","89100","89100"
"127470848","","","","","","","76400","76400","76400"
"127479552","","","","","","","45900","45900","45900"
"127490176","","","","","","","57300","57300","57300"
"127504768","","","","","","","47900","47900","47900"
"127522176","","","","","","","58200","58200","58200"
"127524992","","","","","","","41200","41200","41200"
"127526528","","","","","","","78500","78500","78500"
"127540096","","","","","","","85800","85800","85800"
"127544704","","","","","","","32000","32000","32000"
"127596288","","","","","","","67900","67900","67900"
"127613696","","","","","","","52900","52900","52900"
"127640320","","","","","","","67000","67000","67000"
"127682944","","","","","","","46500","46500","46500"
"127687680","","","","","","","71800","71800","71800"
"127714560","","","","","","","82200","82200","82200"
"127735936","","","","","","","49700","49700","49700"
"127770112","","","","","","","74100","74100","74100"
"127786880","","","","","","","50700","50700","50700"
"127860736","","","","","","","75200","75200","75200"
"127883648","","","","","","","38800","38800","38800"
"127902336","","","","","","","49400","49400","49400"
"127950592","","","","","","","55500","55500","55500"
"127977728","","","","","","","112800","112800","112800"
"128021248","","","","","","","47700","47700","47700"
"128053504","","","","","","","82100","82100","82100"
"128101376","","","","","","","115300","115300","115300"
"128145280","","","","","","","73700","73700","73700"
"128154624","","","","","","","54700","54700","54700"
"128155776","","","","","","","90200","90200","90200"
"128158592","","","","","","","46500","46500","46500"
"128172032","","","","","","","64300","64300","64300"
"128176640","","","","","","","116600","116600","116600"
"128242816","","","","","","","52500","52500","52500"
"128245504","","","","","","","91700","91700","91700"
"128247808","","","","","","","90600","90600","90600"
"128290432","","","","","","","35600","35600","35600"
"128309632","","","","","","","106600","106600","106600"
"128316160","","","","","","","78300","78300","78300"
"128343552","","","","","","","81500","81500","81500"
"128485504","","","","","","","76400","76400","76400"
"128498816","","","","","","","54150","54150","54150"
"128562688","","","","","","","29400","29400","29400"
"128591744","","","","","","","125800","125800","125800"
"128597888","","","","","","","77700","77700","77700"
"128598784","","","","","","","57700","57700","57700"
"128600832","","","","","","","65700","65700","65700"
"128601600","","","","","","","43200","43200","43200"
"128641536","","","","","","","53000","53000","53000"
"128670848","","","","","","","54400","54400","54400"
"128729984","","","","","","","47700","47700","47700"
"128730752","","","","","","","111700","111700","111700"
"128745984","","","","","","","26400","26400","26400"
"128815360","","","","","","","44300","44300","44300"
"128820096","","","","","","","48300","48300","48300"
"128859648","","","","","","","78900","78900","78900"
"128869120","","","","","","","88200","88200","88200"
"128914816","","","","","","","79100","79100","79100"
"128968448","","","","","","","61800","61800","61800"
"128996224","","","","","","","58500","58500","58500"
"129013248","","","","","","","50700","50700","50700"
"129035520","","","","","","","85800","85800","85800"
"129037824","","","","","","","39300","39300","39300"
"129145088","","","","","","","59900","59900","59900"
"129162496","","","","","","","74500","74500","74500"
"129164544","","","","","","","87400","87400","87400"
"129179264","","","","","","","82700","82700","82700"
"129180416","","","","","","","42300","42300","42300"
"129191168","","","","","","","65300","65300","65300"
"129226624","","","","","","","130700","130700","130700"
"129272960","","","","","","","30300","30300","30300"
"129302144","","","","","","","96600","96600","96600"
"129307264","","","","","","","51700","51700","51700"
"129357312","","","","","","","22600","22600","22600"
"129420800","","","","","","","9600","9600","9600"
"129453696","","","","","","","55700","55700","55700"
"129478016","","","","","","","39500","39500","39500"
"129480960","","","","","","","30900","30900","30900"
"129494016","","","","","","","53600","53600","53600"
"129495552","","","","","","","60500","60500","60500"
"129496448","","","","","","","48100","48100","48100"
"129530752","","","","","","","89000","89000","89000"
"129543424","","","","","","","95000","95000","95000"
"129549696","","","","","","","42100","42100","42100"
"129564800","","","","","","","91900","91900","91900"
"129577984","","","","","","","50200","50200","50200"
"129598976","","","","","","","72600","72600","72600"
"129674752","","","","","","","37600","37600","37600"
"129745536","","","","","","","52700","52700","52700"
"129761792","","","","","","","82900","82900","82900"
"129797120","","","","","","","97200","97200","97200"
"129874048","","","","","","","71500","71500","71500"
"129876608","","","","","","","92400","92400","92400"
"129931648","","","","","","","50200","50200","50200"
"129943680","","","","","","","79000","79000","79000"
"129962752","","","","","","","89800","89800","89800"
"130051456","","","","","","","75900","75900","75900"
"130080256","","","","","","","48100","48100","48100"
"130140672","","","","","","","75200","75200","75200"
"130141312","","","","","","","52700","52700","52700"
"130161792","","","","","","","31700","31700","31700"
"130192768","","","","","","","75100","75100","75100"
"130232064","","","","","","","72600","72600","72600"
"130244224","","","","","","","38200","38200","38200"
"130312064","","","","","","","64700","64700","64700"
"130385792","","","","","","","65400","65400","65400"
"130392448","","","","","","","40500","40500","40500"
"130463616","","","","","","","79000","79000","79000"
"130471680","","","","","","","60600","60600","60600"
"130512512","","","","","","","146000","146000","146000"
"130542208","","","","","","","61050","61050","61050"
"130604672","","","","","","","69600","69600","69600"
"130700672","","","","","","","55000","55000","55000"
"130725632","","","","","","","64100","64100","64100"
"130733184","","","","","","","39300","39300","39300"
"130787712","","","","","","","61500","61500","61500"
"130840704","","","","","","","54700","54700","54700"
"130895104","","","","","","","59500","59500","59500"
"130911232","","","","","","","94400","94400","94400"
"130925056","","","","","","","58700","58700","58700"
"130946176","","","","","","","24000","24000","24000"
"130964480","","","","","","","47400","47400","47400"
"130976000","","","","","","","74100","74100","74100"
"130992896","","","","","","","50000","50000","50000"
"131001344","","","","","","","68350","68350","68350"
"131033216","","","","","","","71600","71600","71600"
"131046912","","","","","","","57300","57300","57300"
"131078784","","","","","","","62000","62000","62000"
"131095552","","","","","","","69400","69400","69400"
"131113728","","","","","","","54900","54900","54900"
"131164800","","","","","","","27100","27100","27100"
"131171200","","","","","","","60000","60000","60000"
"131190400","","","","","","","87900","87900","87900"
"131191936","","","","","","","60100","60100","60100"
"131200640","","","","","","","35500","35500","35500"
"131225472","","","","","","","76700","76700","76700"
"131308288","","","","","","","59900","59900","59900"
"131316096","","","","","","","69800","69800","69800"
"131359360","","","","","","","41600","41600","41600"
"131369344","","","","","","","64600","64600","64600"
"131412352","","","","","","","66300","66300","66300"
"131441536","","","","","","","69900","69900","69900"
"131445120","","","","","","","65900","65900","65900"
"131449344","","","","","","","73400","73400","73400"
"131460736","","","","","","","110600","110600","110600"
"131557888","","","","","","","50000","50000","50000"
"131569408","","","","","","","54700","54700","54700"
"131570688","","","","","","","53100","53100","53100"
"131593984","","","","","","","77400","77400","77400"
"131614080","","","","","","","68500","68500","68500"
"131615616","","","","","","","38300","38300","38300"
"131637760","","","","","","","45100","45100","45100"
"131642880","","","","","","","81100","81100","81100"
"131683200","","","","","","","100500","100500","100500"
"131750784","","","","","","","76500","76500","76500"
"131750912","","","","","","","63600","63600","63600"
"131766912","","","","","","","55100","55100","55100"
"131777536","","","","","","","55700","55700","55700"
"131782272","","","","","","","57100","57100","57100"
"131929600","","","","","","","77800","77800","77800"
"131933696","","","","","","","90100","90100","90100"
"131975296","","","","","","","67900","67900","67900"
"131978880","","","","","","","59100","59100","59100"
"132108288","","","","","","","70100","70100","70100"
"132180224","","","","","","","66100","66100","66100"
"132221824","","","","","","","115900","115900","115900"
"132246656","","","","","","","62800","62800","62800"
"132276992","","","","","","","56200","56200","56200"
"132284160","","","","","","","81300","81300","81300"
"132320128","","","","","","","25600","25600","25600"
"132327936","","","","","","","57600","57600","57600"
"132329344","","","","","","","71000","71000","71000"
"132363648","","","","","","","112700","112700","112700"
"132363904","","","","","","","59200","59200","59200"
"132419968","","","","","","","33500","33500","33500"
"132438912","","","","","","","64400","64400","64400"
"132452992","","","","","","","53300","53300","53300"
"132462976","","","","","","","56700","56700","56700"
"132465536","","","","","","","78100","78100","78100"
"132472576","","","","","","","75500","75500","75500"
"132496512","","","","","","","81000","81000","81000"
"132536192","","","","","","","32300","32300","32300"
"132553088","","","","","","","120700","120700","120700"
"132589824","","","","","","","40800","40800","40800"
"132597632","","","","","","","17900","17900","17900"
"132643968","","","","","","","48700","48700","48700"
"132679552","","","","","","","68000","68000","68000"
"132708864","","","","","","","69600","69600","69600"
"132731392","","","","","","","28900","28900","28900"
"132770432","","","","","","","42300","42300","42300"
"132781696","","","","","","","74700","74700","74700"
"132788096","","","","","","","38800","38800","38800"
"132889856","","","","","","","92700","92700","92700"
"132896128","","","","","","","57500","57500","57500"
"132917248","","","","","","","47500","47500","47500"
"132954112","","","","","","","30300","30300","30300"
"132959872","","","","","","","66600","66600","66600"
"133053440","","","","","","","65200","65200","65200"
"133090688","","","","","","","38000","38000","38000"
"133101184","","","","","","","48700","48700","48700"
"133128448","","","","","","","38600","38600","38600"
"133160576","","","","","","","71000","71000","71000"
"133175040","","","","","","","50200","50200","50200"
"133220736","","","","","","","80100","80100","80100"
"133262464","","","","","","","52900","52900","52900"
"133274880","","","","","","","22800","22800","22800"
"133373696","","","","","","","53400","53400","53400"
"133433856","","","","","","","49400","49400","49400"
"133450880","","","","","","","31200","31200","31200"
"133524864","","","","","","","68200","68200","68200"
"133604992","","","","","","","59600","59600","59600"
"133606912","","","","","","","26300","26300","26300"
"133631360","","","","","","","68800","68800","68800"
"133753472","","","","","","","113700","113700","113700"
"133781248","","","","","","","38500","38500","38500"
"133792000","","","","","","","55900","55900","55900"
"133796992","","","","","","","42000","42000","42000"
"133885952","","","","","","","57400","57400","57400"
"133905152","","","","","","","62000","62000","62000"
"133945600","","","","","","","47900","47900","47900"
"133979264","","","","","","","20600","20600","20600"
"133980288","","","","","","","89100","89100","89100"
"133983488","","","","","","","70000","70000","70000"
"133985152","","","","","","","45600","45600","45600"
"134037248","","","","","","","72400","72400","72400"
"134088704","","","","","","","25500","25500","25500"
"134089856","","","","","","","39000","39000","39000"
"134147072","","","","","","","86700","86700","86700"
"134150144","","","","","","","73000","73000","73000"
"134175616","","","","","","","43366.66796875","43366.66796875","43366.66796875"
"134219264","","","","","","","41400","41400","41400"
"134225024","","","","","","","44800","44800","44800"
"134230400","","","","","","","41200","41200","41200"
"134285056","","","","","","","68900","68900","68900"
"134286080","","","","","","","22800","22800","22800"
"134289408","","","","","","","95000","95000","95000"
"134321664","","","","","","","62000","62000","62000"
"134383616","","","","","","","68800","68800","68800"
"134430208","","","","","","","46350","46350","46350"
"134439424","","","","","","","17600","17600","17600"
"134507392","","","","","","","44950","44950","44950"
"134539264","","","","","","","55500","55500","55500"
"134572544","","","","","","","61400","61400","61400"
"134573312","","","","","","","102700","102700","102700"
"134590464","","","","","","","111900","111900","111900"
"134591744","","","","","","","36400","36400","36400"
"134610432","","","","","","","65100","65100","65100"
"134630400","","","","","","","71500","71500","71500"
"134673408","","","","","","","73400","73400","73400"
"134686080","","","","","","","86300","86300","86300"
"134755584","","","","","","","45300","45300","45300"
"134763648","","","","","","","66050","66050","66050"
"134769920","","","","","","","38300","38300","38300"
"134789248","","","","","","","68900","68900","68900"
"134795520","","","","","","","60200","60200","60200"
"134800768","","","","","","","42800","42800","42800"
"134835328","","","","","","","122600","122600","122600"
"134881024","","","","","","","118300","118300","118300"
"134891008","","","","","","","63200","63200","63200"
"134920320","","","","","","","114600","114600","114600"
"134978432","","","","","","","49300","49300","49300"
"135021056","","","","","","","97400","97400","97400"
"135034880","","","","","","","94450","94450","94450"
"135077760","","","","","","","27200","27200","27200"
"135160832","","","","","","","56400","56400","56400"
"135202176","","","","","","","83700","83700","83700"
"135259392","","","","","","","54100","54100","54100"
"135287040","","","","","","","59200","59200","59200"
"135316096","","","","","","","43100","43100","43100"
"135329536","","","","","","","52500","52500","52500"
"135336320","","","","","","","47600","47600","47600"
"135360256","","","","","","","39700","39700","39700"
"135382144","","","","","","","37200","37200","37200"
"135390464","","","","","","","12700","12700","12700"
"135402624","","","","","","","119400","119400","119400"
"135414656","","","","","","","18600","18600","18600"
"135440384","","","","","","","14600","14600","14600"
"135490816","","","","","","","87800","87800","87800"
